state,polling_place,premises,address,suburb,postcode,wheelchair_access,match_source,match_type,latitude,longitude,geometry,pp_2016_index
NSW,Waratah South,Cameron Park Public School Waratah,Christo Rd,WARATAH,2298.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-32.9096,151.72,POINT (151.72 -32.9096),1890
NSW,Waratah West,Waratah West Public School,Leonora Pde,WARATAH WEST,2298.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.8993,151.716,POINT (151.716 -32.8993),1891
NSW,Artarmon,Artarmon Uniting Church,Cnr Artarmon & Tindale Rds,ARTARMON,2064.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8094,151.184,POINT (151.184 -33.8094),1893
NSW,Artarmon Central,St Basil's Anglican Church,Broughton Rd,ARTARMON,2064.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8094,151.184,POINT (151.184 -33.8094),1893
NSW,Cammeray,Cammeray Public School,Palmer St,CAMMERAY,2062.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8203,151.211,POINT (151.211 -33.8203),1896
NSW,Castlecrag,Castlecrag Community Centre,Cnr The Rampart & The Postern,CASTLECRAG,2068.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8033,151.217,POINT (151.217 -33.8033),1897
NSW,Chatswood East,Chatswood/Willoughby Uniting Church,10 Clanwilliam St,WILLOUGHBY,2068.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7971,151.197,POINT (151.197 -33.7971),1937
NSW,Chatswood South,Chatswood South Uniting Church,Cnr Mowbray Rd & Pacific Hwy,CHATSWOOD,2067.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8051,151.179,POINT (151.179 -33.8051),1901
NSW,Cremorne,St Peters Anglican Church,29 Waters Rd,CREMORNE,2090.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8285,151.225,POINT (151.225 -33.8285),1903
NSW,Cremorne South,SCECGS Redlands,Murdoch St,CREMORNE,2090.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8309,151.225,POINT (151.225 -33.8309),1903
NSW,Crows Nest,North Sydney Girls High School,Pacific Hwy,CROWS NEST,2065.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8301,151.203,POINT (151.203 -33.8301),1904
NSW,Crows Nest East,North Sydney Boys High School,Falcon St,NORTH SYDNEY,2060.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8294,151.208,POINT (151.208 -33.8294),1905
NSW,Cullen,Lane Cove West Public School,Avalon Ave,LANE COVE,2066.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8104,151.15200000000004,POINT (151.152 -33.8104),1907
NSW,Ferndale,Holy Trinity Church Hall,44 Beaconsfield Rd,CHATSWOOD WEST,2067.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8044,151.171,POINT (151.171 -33.8044),1901
NSW,Greenwich,Greenwich Memorial Community Centre,46-50 Greenwich Rd,GREENWICH,2065.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8294,151.188,POINT (151.188 -33.8294),1910
NSW,Greenwich North,Greenwich Public School,32 KingsLangley Rd,GREENWICH,2065.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8266,151.183,POINT (151.183 -33.8266),1939
NSW,Kirribilli,St Aloysius' College - Junior School,Burton St,KIRRIBILLI,2061.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8464,151.214,POINT (151.214 -33.8464),1913
NSW,Lane Cove,Lane Cove Public School,Cnr Longueville Rd & Austin St,LANE COVE,2066.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8159,151.17,POINT (151.17 -33.8159),1914
NSW,Lane Cove South,Gospel Chapel,91a Tambourine Bay Rd,RIVERVIEW,2066.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8234,151.156,POINT (151.156 -33.8234),1917
NSW,Lane Cove West,Lane Cove West Bowling Club,151 Burns Bay Rd,LANE COVE,2066.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8135,151.159,POINT (151.159 -33.8135),1917
NSW,Longueville,St Andrews Uniting Church,Cnr Kenneth & Christina Sts,LONGUEVILLE,2066.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8278,151.17,POINT (151.17 -33.8278),1918
NSW,Mcmahons Point,Community Centre (Upper level),165 Blues Point Rd,MCMAHONS POINT,2060.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8431,151.205,POINT (151.205 -33.8431),1919
NSW,Milsons Point,St Aloysius' College - Senior School,Jeffrey St,KIRRIBILLI,2061.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.848,151.214,POINT (151.214 -33.848),1913
NSW,Mowbray,Mowbray Primary School,635 Mowbray Rd,LANE COVE,2066.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8041,151.155,POINT (151.155 -33.8041),1922
NSW,Naremburn,St Leonards Roman Catholic Church,Willoughby Rd,NAREMBURN,2065.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8193,151.201,POINT (151.201 -33.8193),1923
NSW,Neutral Bay,Neutral Bay Public School,Bydown St,NEUTRAL BAY,2089.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8324,151.219,POINT (151.219 -33.8324),1925
NSW,Neutral Bay West,"Community Centre, Forsyth Park",Off Montpelier St,NEUTRAL BAY,2089.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8341,151.216,POINT (151.216 -33.8341),1926
NSW,Northbridge,Northside Baptist Pre-school Centre,112 Sailors Bay Rd,NORTHBRIDGE,2063.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8109,151.21,POINT (151.21 -33.8109),1927
NSW,Northbridge East,Northbridge Primary School,Sailors Bay Rd,NORTHBRIDGE,2063.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8125,151.219,POINT (151.219 -33.8125),1928
NSW,North Sydney,North Sydney Demonstration School,Bay Rd,NORTH SYDNEY,2060.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8348,151.204,POINT (151.204 -33.8348),1929
NSW,Parklands,New Apostolic Church,Parklands Ave,LANE COVE,2066.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8119,151.17,POINT (151.17 -33.8119),1915
NSW,Royal North Shore Hospital,Royal North Shore Hospital,Pacific Hwy,ST LEONARDS,2065.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8223,151.191,POINT (151.191 -33.8223),1930
NSW,Waverton,Waverton Uniting Church Hall,75 Bay Rd,WAVERTON,2060.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8376,151.196,POINT (151.196 -33.8376),1936
NSW,Willoughby,Willoughby Public School,Oakville Rd,WILLOUGHBY,2068.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8019,151.201,POINT (151.201 -33.8019),1937
NSW,Willoughby North,St John's Anglican Church,Warrane Rd,WILLOUGHBY,2068.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7957,151.20600000000005,POINT (151.206 -33.7957),1938
NSW,Wollstonecraft,Crows Nest Uniting Church Hall,Cnr Shirley Rd & Nicholson St,WOLLSTONECRAFT,2065.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.828,151.19899999999996,POINT (151.199 -33.828),1904
NSW,Bexhill,Bexhill Hall,Bangalow Rd,BEXHILL,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.7629,153.347,POINT (153.347 -28.7629),1944
NSW,Bonalbo,Bonalbo Central School,Peacock St,BONALBO,2469.0,N,google geocode,GEOMETRIC_CENTER,-28.7379245,152.6226468,POINT (152.6226468 -28.7379245),1946
NSW,Broadwater,Broadwater-Rileys Hill Community Centre,Little Pitt St,BROADWATER,2472.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-29.0137,153.434,POINT (153.434 -29.0137),1947
NSW,Brooms Head,Brooms Head Reserve Hall,Ocean Rd,BROOMS HEAD,2463.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.6022,153.33100000000005,POINT (153.331 -29.6022),1948
NSW,Caniaba,Caniaba Public School,Caniaba Rd,CANIABA,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8728,153.164,POINT (153.164 -28.8728),1957
NSW,Casino,Casino Civic Hall,Canterbury St,CASINO,2470.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.863000000000003,153.048,POINT (153.048 -28.863),1950
NSW,Casino High,Casino High School,Queensland Rd,CASINO,2470.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8455,153.043,POINT (153.043 -28.8455),1951
NSW,Casino Hospital,Casino Hospital,Hotham St,CASINO,2470.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-28.8598,153.037,POINT (153.037 -28.8598),1954
NSW,Casino South,St Michaels Infants School,Centre St,CASINO,2470.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-28.8612,153.046,POINT (153.046 -28.8612),1950
NSW,Casino West,Casino West Public School,Hotham St,CASINO,2470.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-28.855,153.037,POINT (153.037 -28.855),1954
NSW,Cawongla,Cawongla Pre-school,Murwillumbah Rd,CAWONGLA,2474.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.601,153.09799999999996,POINT (153.098 -28.601),1955
NSW,Chatsworth Island,Chatsworth Island Public School,Chatsworth Rd,CHATSWORTH ISLAND,2469.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.3894,153.241,POINT (153.241 -29.3894),1956
NSW,Clovass,Clovass-Mckees Hill Hall,Bruxner Hwy,CLOVASS,2470.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-28.8753,153.14,POINT (153.14 -28.8753),1957
NSW,Clunes,Clunes Public School,Walker St,CLUNES,2480.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-28.7267,153.407,POINT (153.407 -28.7267),1958
NSW,Copmanhurst,Copmanhurst Public School,Prescott St,COPMANHURST,2460.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.5846,152.776,POINT (152.776 -29.5846),1960
NSW,Coraki,Coraki Public School,1 Adams St,CORAKI,2471.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.9921,153.283,POINT (153.283 -28.9921),1961
NSW,Corindi,Corindi Public School,Coral St,CORINDI,2456.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-30.0221,153.194,POINT (153.194 -30.0221),1963
NSW,Corndale,Corndale Public School,Corndale Rd,CORNDALE,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.6997,153.366,POINT (153.366 -28.6997),2015
NSW,Coutts Crossing,Coutts Crossing Community Hall,Armidale Rd,COUTTS CROSSING,2460.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.8286,152.891,POINT (152.891 -29.8286),1964
NSW,Cowper,Cowper Public School,Clarence St,COWPER,2460.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.5703,153.078,POINT (153.078 -29.5703),1965
NSW,Dundurrabin,Dundurrabin Public School,Armidale Rd,DUNDURRABIN,2453.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-30.19,152.542,POINT (152.542 -30.19),1967
NSW,Dunoon,Dunoon Public School,James St,DUNOON,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.6869,153.316,POINT (153.316 -28.6869),1968
NSW,Eltham,Eltham Public School,Boatharbour Rd,ELTHAM,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.7558,153.395,POINT (153.395 -28.7558),1969
NSW,Evans Head,Evans Head Recreation Hall,Reserve,EVANS HEAD,2473.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.1125,153.42600000000004,POINT (153.426 -29.1125),1971
NSW,Fairy Hill,Fairy Hill Hall,Summerland Way,FAIRY HILL,2470.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-28.7751,152.99,POINT (152.99 -28.7751),1972
NSW,Gillwinga,Gillwinga Public School,Hyde St,SOUTH GRAFTON,2461.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.7243,152.93200000000004,POINT (152.932 -29.7243),2018
NSW,Glenreagh,Glenreagh Public School,Bridge St,GLENREAGH,2450.0,A,2016 Polling Places,"Match 04 - state, premises, postcode",-30.0528,152.977,POINT (152.977 -30.0528),1973
NSW,Goolmangar,Goolmangar Hall,Nimbin Rd,GOOLMANGAR,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.7461,153.225,POINT (153.225 -28.7461),1974
NSW,Goonellabah,Goonellabah Public School,Jubilee Ave,GOONELLABAH,2480.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8156,153.31799999999996,POINT (153.318 -28.8156),1975
NSW,Goonellabah South,Goonellabah Community Centre,27 Oliver Ave,GOONELLABAH,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8247,153.326,POINT (153.326 -28.8247),1976
NSW,Grafton,Grafton High School M.P.C.,Fry St,GRAFTON,2460.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-29.6815,152.934,POINT (152.934 -29.6815),1977
NSW,Grafton East,Salvation Army Hall,Oliver St,GRAFTON,2460.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.6891,152.937,POINT (152.937 -29.6891),1978
NSW,Grafton Hospital,Grafton Hospital,Arthur St,GRAFTON,2460.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.6787,152.939,POINT (152.939 -29.6787),1977
NSW,Grafton North,Clarence Village Community Room,Turf St,GRAFTON,2460.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.6718,152.936,POINT (152.936 -29.6718),1979
NSW,Grafton South,St Stephens Presbyterian Hall,Wharf St,SOUTH GRAFTON,2461.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.7055,152.936,POINT (152.936 -29.7055),2019
NSW,Grevillia,Grevillia Hall,Summerland Way,GREVILLIA,2474.0,N,2010 Polling Places,"Match 02 - state, premises, postcode",-28.44,152.827,POINT (152.827 -28.44),1981
NSW,Gulmarrad,Gulmarrad Public School,Brooms Head Rd,GULMARRAD,2463.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.489,153.234,POINT (153.234 -29.489),1982
NSW,Gundurimba South,South Gundurimba Hall,Coraki Rd,SOUTH GUNDURIMBA,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8887,153.26,POINT (153.26 -28.8887),2039
NSW,Harwood Island,Harwood Island Public School,Morpeth St,HARWOOD ISLAND,2465.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.4254,153.241,POINT (153.241 -29.4254),1983
NSW,Iluka,Iluka Community Hall,Spencer St,ILUKA,2466.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.4065,153.352,POINT (153.352 -29.4065),1984
NSW,Jiggi,Jiggi Public School,Jiggi Rd,JIGGI,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.6577,153.175,POINT (153.175 -28.6577),1985
NSW,Junction Hill,Junction Hill S.E.S. Building,Pine St,JUNCTION HILL,2460.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.6441,152.921,POINT (152.921 -29.6441),1986
NSW,Kyogle,Kyogle Memorial Institute,Summerland Way,KYOGLE,2474.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.6217,153.004,POINT (153.004 -28.6217),1989
NSW,Kyogle Hospital,Kyogle Hospital,Summerland Way,KYOGLE,2474.0,N,google geocode,GEOMETRIC_CENTER,-28.6268153,153.0026236,POINT (153.0026236 -28.6268153),1990
NSW,Lawrence,Lawrence Public School,High St,LAWRENCE,2460.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.4912,153.1,POINT (153.1 -29.4912),1991
NSW,Leeville,Leeville Public School,9375 Summerland Way,LEEVILLE,2470.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.92,153.007,POINT (153.007 -28.92),1992
NSW,Legume,Legume Hall,Mount Lindesay Hwy,LEGUME,2476.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.405,152.30700000000004,POINT (152.307 -28.405),1781
NSW,Lismore,Lismore Presbyterian Church Hall,188 Keen St,LISMORE,2480.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-28.8108,153.27700000000004,POINT (153.277 -28.8108),1993
NSW,Lismore Central,Trinity Catholic College,Leycester St,LISMORE,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8051,153.285,POINT (153.285 -28.8051),1994
NSW,Lismore East,Lismore High School,Dalley St,LISMORE,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8214,153.296,POINT (153.296 -28.8214),1995
NSW,Lismore Heights,Lismore Heights Public School,High St,LISMORE HEIGHTS,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8082,153.30200000000005,POINT (153.302 -28.8082),1996
NSW,Lismore Hospital,Lismore Base Hospital,Uralba St,LISMORE,2480.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8095,153.291,POINT (153.291 -28.8095),1997
NSW,Lismore North,Richmond River High School,Lake St,LISMORE,2480.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-28.7994,153.279,POINT (153.279 -28.7994),1998
NSW,Lismore St Vincents Hospital,St Vincents Hospital,Dalley St,LISMORE,2480.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-28.8205,153.28799999999995,POINT (153.288 -28.8205),1995
NSW,Lismore South,Lismore South Public School,Wilson St,LISMORE,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8096,153.262,POINT (153.262 -28.8096),2000
NSW,Maclean,Maclean Civic Hall,River St,MACLEAN,2463.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.4592,153.196,POINT (153.196 -29.4592),2002
NSW,Maclean Hospital,Maclean Hospital,Union St,MACLEAN,2463.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.4537,153.201,POINT (153.201 -29.4537),2002
NSW,Mallanganee,Mallanganee Hall,Carey Johnson Ave,MALLANGANEE,2469.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-28.9066,152.724,POINT (152.724 -28.9066),2005
NSW,Modanville,Modanville Public School,Dunoon Rd,MODANVILLE,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.7297,153.297,POINT (153.297 -28.7297),2007
NSW,Nimbin,Nimbin Central School,23A Thorburn St,NIMBIN,2480.0,F,2010 Polling Places,"Match 02 - state, premises, postcode",-28.5968,153.22299999999996,POINT (153.223 -28.5968),2011
NSW,Nymboida,Nymboida Public School,Armidale Rd,NYMBOIDA,2460.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.9481,152.727,POINT (152.727 -29.9481),1964
NSW,Palmers Island,Palmers Island Public School,Yamba Rd,PALMERS ISLAND,2463.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.4196,153.28799999999995,POINT (153.288 -29.4196),2012
NSW,Pound Hill,Lismore Public School,Pound St,LISMORE,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8145,153.291,POINT (153.291 -28.8145),1997
NSW,Rappville,Rappville Public School,Lyons St,RAPPVILLE,2469.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.086,152.955,POINT (152.955 -29.086),2013
NSW,Red Rock,Red Rock Multi Use Centre,Red Rock Rd,RED ROCK,2456.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.9861,153.226,POINT (153.226 -29.9861),2014
NSW,Rosebank,Rosebank Public School,Rosebank Rd,ROSEBANK,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.6473,153.4,POINT (153.4 -28.6473),2015
NSW,Southgate,Southgate Community Centre,School La,SOUTHGATE,2460.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-29.6233,153.005,POINT (153.005 -29.6233),2029
NSW,Tabulam,Tabulam Public School,Clarence St,TABULAM,2469.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8499,153.041,POINT (153.041 -28.8499),1951
NSW,The Channon,The Channon Hall,Mill St,THE CHANNON,2480.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-28.6727,153.279,POINT (153.279 -28.6727),2026
NSW,Tregeagle,Tregeagle Public School,Tregeagle Rd,TREGEAGLE,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8578,153.355,POINT (153.355 -28.8578),2027
NSW,Tucabia,Tucabia Public School,Mookin St,TUCABIA,2462.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.661,153.106,POINT (153.106 -29.661),2028
NSW,Ulmarra,Ulmarra Public School,Pacific Hwy,ULMARRA,2462.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.6292,153.031,POINT (153.031 -29.6292),2029
NSW,Urbenville,Urbenville Public School,Welch St,URBENVILLE,2475.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.4733,152.545,POINT (152.545 -28.4733),1827
NSW,Vere Street,South Grafton Public School Hall,Vere St,SOUTH GRAFTON,2461.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.7096,152.937,POINT (152.937 -29.7096),2018
NSW,Waterview Heights,Waterview Heights Bush Fire Brigade Building,Eatonsville Rd,WATERVIEW HEIGHTS,2460.0,A,google geocode,GEOMETRIC_CENTER,-29.664645299999997,152.8688581,POINT (152.8688581 -29.6646453),1986
NSW,Westlawn,Grafton Scout Hall,Cnr Dobie & Howe Sts,GRAFTON,2460.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.6711,152.922,POINT (152.922 -29.6711),1979
NSW,Whiporie,Whiporie Hall,Summerland Way,WHIPORIE,2469.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.2831,152.989,POINT (152.989 -29.2831),2031
NSW,Wiangaree,Wiangaree Hall,Summerland Way,WIANGAREE,2474.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.5103,152.964,POINT (152.964 -28.5103),2032
NSW,Woodburn,Woodburn C.W.A. Rooms,River St,WOODBURN,2472.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.0714,153.342,POINT (153.342 -29.0714),2034
NSW,Woodenbong,Woodenbong Central School,Unumgar St,WOODENBONG,2476.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.3894,152.61,POINT (152.61 -28.3894),2035
NSW,Wooli,Wooli Hall,Main St,WOOLI,2462.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.8671,153.267,POINT (153.267 -29.8671),2037
NSW,Woombah,Woombah Bushfire Brigade Station,Iluka Rd,WOOMBAH,2469.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.3601,153.283,POINT (153.283 -29.3601),2038
NSW,Wyrallah,Wyrallah Public School,Breckenridge St,WYRALLAH,2480.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-28.8911,153.305,POINT (153.305 -28.8911),2039
NSW,Yamba,Yamba Public School,Angourie Rd,YAMBA,2464.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-29.4406,153.35299999999995,POINT (153.353 -29.4406),2040
NSW,Yamba West,St James School,87 Carrs Dr,YAMBA,2464.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-29.4284,153.328,POINT (153.328 -29.4284),2041
NSW,Albert,Old Stock/Stn Agent Office,Federation St,ALBERT,2873.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.3563,147.505,POINT (147.505 -32.3563),2144
NSW,Alectown,Soldiers Memorial Hall,Newell Hwy,ALECTOWN,2870.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.9328,148.24,POINT (148.24 -32.9328),2357
NSW,Alma,Broken Hill Sport & Recreation Centre,Central St,BROKEN HILL,2880.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.9823,141.463,POINT (141.463 -31.9823),2057
NSW,Ballimore,Ballimore Public School,Bomen St,BALLIMORE,2830.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.1937,148.899,POINT (148.899 -32.1937),2044
NSW,Bedgerebong,Bedgerebong Public School,North Condobolin Rd,BEDGEREBONG,2871.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.3624,147.678,POINT (147.678 -33.3624),2362
NSW,Bogan Gate,Bogan Gate Public School,Bogan St,BOGAN GATE,2876.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.1053,147.799,POINT (147.799 -33.1053),2365
NSW,Bourke,TAFE College,Oxley St,BOURKE,2840.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-30.0908,145.939,POINT (145.939 -30.0908),2052
NSW,Brewarrina,Brewarrina Community Hall,Cnr Bourke & Sandon Sts,BREWARRINA,2839.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-29.9616,146.856,POINT (146.856 -29.9616),2056
NSW,Broken Hill,Broken Hill R.S.L. Sub Branch Hall,Crystal St,BROKEN HILL,2880.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.9587,141.467,POINT (141.467 -31.9587),2059
NSW,Broken Hill Hospital,Broken Hill Base Hospital,Thomas St,BROKEN HILL,2880.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.947,141.455,POINT (141.455 -31.947),2058
NSW,Broken Hill North,North Mine Hall,Lane St,BROKEN HILL,2880.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.9463,141.471,POINT (141.471 -31.9463),2059
NSW,Broken Hill West,Happy Day Pre-School,Kaolin St,BROKEN HILL,2880.0,A,google geocode,GEOMETRIC_CENTER,-31.949328499999996,141.44926719999998,POINT (141.4492672 -31.9493285),2058
NSW,Burcher,Burcher Public School,Bena St,BURCHER,2671.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5156,147.25,POINT (147.25 -33.5156),2440
NSW,Churchill Gardens,West Dubbo Guides Hall,Howard Ave & Baird Dr,DUBBO,2830.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.2466,148.58700000000005,POINT (148.587 -32.2466),2089
NSW,Cobar,Cobar Primary School,6-8 Blakey St,COBAR,2835.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-31.5011,145.836,POINT (145.836 -31.5011),2067
NSW,Collie,Collie Public School,Wonbobbie St,COLLIE,2827.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.6654,148.297,POINT (148.297 -31.6654),2070
NSW,Condobolin,Condobolin Primary School,Molong St,CONDOBOLIN,2877.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.0845,147.151,POINT (147.151 -33.0845),2071
NSW,Coolabah,Coolabah Public School,Cobar & Yarran Sts,COOLABAH,2831.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.0247,146.715,POINT (146.715 -31.0247),2072
NSW,Dubbo,Wesley Centre,Carrington Ave,DUBBO,2830.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-32.2471,148.605,POINT (148.605 -32.2471),2083
NSW,Dubbo East,Buninyong Public School,Myall St,DUBBO,2830.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-32.2426,148.624,POINT (148.624 -32.2426),2084
NSW,Dubbo Grove,Dubbo South High School,Boundary Rd,DUBBO,2830.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.2676,148.609,POINT (148.609 -32.2676),2085
NSW,Dubbo Hospital,Dubbo Base Hospital,Myall St,DUBBO,2830.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-32.2403,148.621,POINT (148.621 -32.2403),2084
